Código do Nível Geográfico;Nível Geográfico;Código do Item Geográfico;Item Geográfico;Ordem Geográfica;Código do Item Temporal;Nível Temporal;Item Temporal;Residência em 31/07/2005, UF, município ou país estrangeiro;Residência em 31/07/2005, UF, município ou país estrangeiro (código);Residência em 31/07/2005, UF, município ou país estrangeiro (ordem);Idade calculada, anos, classe;Idade calculada, anos, classe (código);Idade calculada, anos, classe (ordem);Sexo;Sexo (código);Sexo (ordem);Frequência;Observações
9235;Município (2010);4102307;BALSA NOVA;6;2010;8030;31/07/2010;Unidade da Federação / Município;1;1;De 60 a 64 anos;14;14;Feminino;2;2;X;X
9235;Município (2010);4102307;BALSA NOVA;6;2010;8030;31/07/2010;Unidade da Federação / Município;1;1;De 65 a 69 anos;15;15;Masculino;1;1;X;X
9235;Município (2010);4103107;BOCAIÚVA DO SUL;7;2010;8030;31/07/2010;Unidade da Federação / Município;1;1;De 5 a 9 anos;2;2;Masculino;1;1;X;X
9235;Município (2010);4103107;BOCAIÚVA DO SUL;7;2010;8030;31/07/2010;Unidade da Federação / Município;1;1;De 5 a 9 anos;2;2;Feminino;2;2;28;6
9235;Município (2010);4103107;BOCAIÚVA DO SUL;7;2010;8030;31/07/2010;Unidade da Federação / Município;1;1;De 10 a 14 anos;3;3;Masculino;1;1;36;7
9235;Município (2010);4103107;BOCAIÚVA DO SUL;7;2010;8030;31/07/2010;Unidade da Federação / Município;1;1;De 10 a 14 anos;3;3;Feminino;2;2;X;X
9235;Município (2010);4103107;BOCAIÚVA DO SUL;7;2010;8030;31/07/2010;Unidade da Federação / Município;1;1;De 15 a 17 anos;4;4;Masculino;1;1;X;X
9235;Município (2010);4103107;BOCAIÚVA DO SUL;7;2010;8030;31/07/2010;Unidade da Federação / Município;1;1;De 15 a 17 anos;4;4;Feminino;2;2;X;X
9235;Município (2010);4103107;BOCAIÚVA DO SUL;7;2010;8030;31/07/2010;Unidade da Federação / Município;1;1;De 20 a 24 anos;6;6;Masculino;1;1;X;X
9235;Município (2010);4103107;BOCAIÚVA DO SUL;7;2010;8030;31/07/2010;Unidade da Federação / Município;1;1;De 20 a 24 anos;6;6;Feminino;2;2;X;X
9235;Município (2010);4103107;BOCAIÚVA DO SUL;7;2010;8030;31/07/2010;Unidade da Federação / Município;1;1;De 25 a 29 anos;7;7;Feminino;2;2;X;X
9235;Município (2010);4103107;BOCAIÚVA DO SUL;7;2010;8030;31/07/2010;Unidade da Federação / Município;1;1;De 30 a 34 anos;8;8;Masculino;1;1;X;X
9235;Município (2010);4103107;BOCAIÚVA DO SUL;7;2010;8030;31/07/2010;Unidade da Federação / Município;1;1;De 30 a 34 anos;8;8;Feminino;2;2;X;X
9235;Município (2010);4103107;BOCAIÚVA DO SUL;7;2010;8030;31/07/2010;Unidade da Federação / Município;1;1;De 35 a 39 anos;9;9;Feminino;2;2;X;X
9235;Município (2010);4103107;BOCAIÚVA DO SUL;7;2010;8030;31/07/2010;Unidade da Federação / Município;1;1;De 40 a 44 anos;10;10;Masculino;1;1;X;X
9235;Município (2010);4103107;BOCAIÚVA DO SUL;7;2010;8030;31/07/2010;Unidade da Federação / Município;1;1;De 40 a 44 anos;10;10;Feminino;2;2;X;X
9235;Município (2010);4103107;BOCAIÚVA DO SUL;7;2010;8030;31/07/2010;Unidade da Federação / Município;1;1;De 45 a 49 anos;11;11;Masculino;1;1;X;X
9235;Município (2010);4103107;BOCAIÚVA DO SUL;7;2010;8030;31/07/2010;Unidade da Federação / Município;1;1;De 80 a 84 anos;18;18;Masculino;1;1;X;X
9235;Município (2010);4104006;CAMPINA GRANDE DO SUL;8;2010;8030;31/07/2010;Unidade da Federação / Município;1;1;De 5 a 9 anos;2;2;Masculino;1;1;103;13
9235;Município (2010);4104006;CAMPINA GRANDE DO SUL;8;2010;8030;31/07/2010;Unidade da Federação / Município;1;1;De 5 a 9 anos;2;2;Feminino;2;2;118;13
9235;Município (2010);4104006;CAMPINA GRANDE DO SUL;8;2010;8030;31/07/2010;Unidade da Federação / Município;1;1;De 10 a 14 anos;3;3;Masculino;1;1;50;6
9235;Município (2010);4104006;CAMPINA GRANDE DO SUL;8;2010;8030;31/07/2010;Unidade da Federação / Município;1;1;De 10 a 14 anos;3;3;Feminino;2;2;88;9
9235;Município (2010);4104006;CAMPINA GRANDE DO SUL;8;2010;8030;31/07/2010;Unidade da Federação / Município;1;1;De 15 a 17 anos;4;4;Masculino;1;1;X;X
9235;Município (2010);4104006;CAMPINA GRANDE DO SUL;8;2010;8030;31/07/2010;Unidade da Federação / Município;1;1;De 15 a 17 anos;4;4;Feminino;2;2;67;6
9235;Município (2010);4104006;CAMPINA GRANDE DO SUL;8;2010;8030;31/07/2010;Unidade da Federação / Município;1;1;De 18 a 19 anos;5;5;Masculino;1;1;X;X
9235;Município (2010);4104006;CAMPINA GRANDE DO SUL;8;2010;8030;31/07/2010;Unidade da Federação / Município;1;1;De 18 a 19 anos;5;5;Feminino;2;2;X;X
9235;Município (2010);4104006;CAMPINA GRANDE DO SUL;8;2010;8030;31/07/2010;Unidade da Federação / Município;1;1;De 20 a 24 anos;6;6;Masculino;1;1;149;15
9235;Município (2010);4104006;CAMPINA GRANDE DO SUL;8;2010;8030;31/07/2010;Unidade da Federação / Município;1;1;De 20 a 24 anos;6;6;Feminino;2;2;126;13
9235;Município (2010);4104006;CAMPINA GRANDE DO SUL;8;2010;8030;31/07/2010;Unidade da Federação / Município;1;1;De 25 a 29 anos;7;7;Masculino;1;1;145;16
9235;Município (2010);4104006;CAMPINA GRANDE DO SUL;8;2010;8030;31/07/2010;Unidade da Federação / Município;1;1;De 25 a 29 anos;7;7;Feminino;2;2;148;17
9235;Município (2010);4104006;CAMPINA GRANDE DO SUL;8;2010;8030;31/07/2010;Unidade da Federação / Município;1;1;De 30 a 34 anos;8;8;Masculino;1;1;133;15
9235;Município (2010);4104006;CAMPINA GRANDE DO SUL;8;2010;8030;31/07/2010;Unidade da Federação / Município;1;1;De 30 a 34 anos;8;8;Feminino;2;2;113;13
9235;Município (2010);4104006;CAMPINA GRANDE DO SUL;8;2010;8030;31/07/2010;Unidade da Federação / Município;1;1;De 35 a 39 anos;9;9;Masculino;1;1;60;8
9235;Município (2010);4104006;CAMPINA GRANDE DO SUL;8;2010;8030;31/07/2010;Unidade da Federação / Município;1;1;De 35 a 39 anos;9;9;Feminino;2;2;66;7
9235;Município (2010);4104006;CAMPINA GRANDE DO SUL;8;2010;8030;31/07/2010;Unidade da Federação / Município;1;1;De 40 a 44 anos;10;10;Masculino;1;1;62;8
9235;Município (2010);4104006;CAMPINA GRANDE DO SUL;8;2010;8030;31/07/2010;Unidade da Federação / Município;1;1;De 40 a 44 anos;10;10;Feminino;2;2;X;X
9235;Município (2010);4104006;CAMPINA GRANDE DO SUL;8;2010;8030;31/07/2010;Unidade da Federação / Município;1;1;De 45 a 49 anos;11;11;Masculino;1;1;X;X
9235;Município (2010);4104006;CAMPINA GRANDE DO SUL;8;2010;8030;31/07/2010;Unidade da Federação / Município;1;1;De 45 a 49 anos;11;11;Feminino;2;2;X;X
9235;Município (2010);4104006;CAMPINA GRANDE DO SUL;8;2010;8030;31/07/2010;Unidade da Federação / Município;1;1;De 50 a 54 anos;12;12;Masculino;1;1;X;X
9235;Município (2010);4104006;CAMPINA GRANDE DO SUL;8;2010;8030;31/07/2010;Unidade da Federação / Município;1;1;De 50 a 54 anos;12;12;Feminino;2;2;X;X
9235;Município (2010);4104006;CAMPINA GRANDE DO SUL;8;2010;8030;31/07/2010;Unidade da Federação / Município;1;1;De 55 a 59 anos;13;13;Masculino;1;1;X;X
9235;Município (2010);4104006;CAMPINA GRANDE DO SUL;8;2010;8030;31/07/2010;Unidade da Federação / Município;1;1;De 55 a 59 anos;13;13;Feminino;2;2;X;X
9235;Município (2010);4104006;CAMPINA GRANDE DO SUL;8;2010;8030;31/07/2010;Unidade da Federação / Município;1;1;De 60 a 64 anos;14;14;Masculino;1;1;X;X
9235;Município (2010);4104006;CAMPINA GRANDE DO SUL;8;2010;8030;31/07/2010;Unidade da Federação / Município;1;1;De 60 a 64 anos;14;14;Feminino;2;2;X;X
9235;Município (2010);4104006;CAMPINA GRANDE DO SUL;8;2010;8030;31/07/2010;Unidade da Federação / Município;1;1;De 65 a 69 anos;15;15;Masculino;1;1;X;X
9235;Município (2010);4104006;CAMPINA GRANDE DO SUL;8;2010;8030;31/07/2010;Unidade da Federação / Município;1;1;De 65 a 69 anos;15;15;Feminino;2;2;X;X
9235;Município (2010);4104006;CAMPINA GRANDE DO SUL;8;2010;8030;31/07/2010;Unidade da Federação / Município;1;1;De 70 a 74 anos;16;16;Feminino;2;2;X;X
9235;Município (2010);4104006;CAMPINA GRANDE DO SUL;8;2010;8030;31/07/2010;Unidade da Federação / Município;1;1;De 75 a 79 anos;17;17;Feminino;2;2;X;X
9235;Município (2010);4104204;CAMPO LARGO;9;2010;8030;31/07/2010;Unidade da Federação / Município;1;1;De 5 a 9 anos;2;2;Masculino;1;1;115;11
9235;Município (2010);4104204;CAMPO LARGO;9;2010;8030;31/07/2010;Unidade da Federação / Município;1;1;De 5 a 9 anos;2;2;Feminino;2;2;188;17
9235;Município (2010);4104204;CAMPO LARGO;9;2010;8030;31/07/2010;Unidade da Federação / Município;1;1;De 10 a 14 anos;3;3;Masculino;1;1;52;6
9235;Município (2010);4104204;CAMPO LARGO;9;2010;8030;31/07/2010;Unidade da Federação / Município;1;1;De 10 a 14 anos;3;3;Feminino;2;2;70;8
9235;Município (2010);4104204;CAMPO LARGO;9;2010;8030;31/07/2010;Unidade da Federação / Município;1;1;De 15 a 17 anos;4;4;Masculino;1;1;X;X
9235;Município (2010);4104204;CAMPO LARGO;9;2010;8030;31/07/2010;Unidade da Federação / Município;1;1;De 15 a 17 anos;4;4;Feminino;2;2;77;7
9235;Município (2010);4104204;CAMPO LARGO;9;2010;8030;31/07/2010;Unidade da Federação / Município;1;1;De 18 a 19 anos;5;5;Masculino;1;1;X;X
9235;Município (2010);4104204;CAMPO LARGO;9;2010;8030;31/07/2010;Unidade da Federação / Município;1;1;De 18 a 19 anos;5;5;Feminino;2;2;X;X
9235;Município (2010);4104204;CAMPO LARGO;9;2010;8030;31/07/2010;Unidade da Federação / Município;1;1;De 20 a 24 anos;6;6;Masculino;1;1;109;12
9235;Município (2010);4104204;CAMPO LARGO;9;2010;8030;31/07/2010;Unidade da Federação / Município;1;1;De 20 a 24 anos;6;6;Feminino;2;2;116;11
9235;Município (2010);4104204;CAMPO LARGO;9;2010;8030;31/07/2010;Unidade da Federação / Município;1;1;De 25 a 29 anos;7;7;Masculino;1;1;173;17
9235;Município (2010);4104204;CAMPO LARGO;9;2010;8030;31/07/2010;Unidade da Federação / Município;1;1;De 25 a 29 anos;7;7;Feminino;2;2;125;12
9235;Município (2010);4104204;CAMPO LARGO;9;2010;8030;31/07/2010;Unidade da Federação / Município;1;1;De 30 a 34 anos;8;8;Masculino;1;1;132;13
9235;Município (2010);4104204;CAMPO LARGO;9;2010;8030;31/07/2010;Unidade da Federação / Município;1;1;De 30 a 34 anos;8;8;Feminino;2;2;82;9
9235;Município (2010);4104204;CAMPO LARGO;9;2010;8030;31/07/2010;Unidade da Federação / Município;1;1;De 35 a 39 anos;9;9;Masculino;1;1;137;12
9235;Município (2010);4104204;CAMPO LARGO;9;2010;8030;31/07/2010;Unidade da Federação / Município;1;1;De 35 a 39 anos;9;9;Feminino;2;2;94;8
9235;Município (2010);4104204;CAMPO LARGO;9;2010;8030;31/07/2010;Unidade da Federação / Município;1;1;De 40 a 44 anos;10;10;Masculino;1;1;121;12
9235;Município (2010);4104204;CAMPO LARGO;9;2010;8030;31/07/2010;Unidade da Federação / Município;1;1;De 40 a 44 anos;10;10;Feminino;2;2;X;X
9235;Município (2010);4104204;CAMPO LARGO;9;2010;8030;31/07/2010;Unidade da Federação / Município;1;1;De 45 a 49 anos;11;11;Masculino;1;1;X;X
9235;Município (2010);4104204;CAMPO LARGO;9;2010;8030;31/07/2010;Unidade da Federação / Município;1;1;De 45 a 49 anos;11;11;Feminino;2;2;X;X
9235;Município (2010);4104204;CAMPO LARGO;9;2010;8030;31/07/2010;Unidade da Federação / Município;1;1;De 50 a 54 anos;12;12;Masculino;1;1;X;X
9235;Município (2010);4104204;CAMPO LARGO;9;2010;8030;31/07/2010;Unidade da Federação / Município;1;1;De 50 a 54 anos;12;12;Feminino;2;2;X;X
9235;Município (2010);4104204;CAMPO LARGO;9;2010;8030;31/07/2010;Unidade da Federação / Município;1;1;De 55 a 59 anos;13;13;Masculino;1;1;X;X
9235;Município (2010);4104204;CAMPO LARGO;9;2010;8030;31/07/2010;Unidade da Federação / Município;1;1;De 55 a 59 anos;13;13;Feminino;2;2;70;7
9235;Município (2010);4104204;CAMPO LARGO;9;2010;8030;31/07/2010;Unidade da Federação / Município;1;1;De 60 a 64 anos;14;14;Masculino;1;1;X;X
9235;Município (2010);4104204;CAMPO LARGO;9;2010;8030;31/07/2010;Unidade da Federação / Município;1;1;De 60 a 64 anos;14;14;Feminino;2;2;X;X
9235;Município (2010);4104204;CAMPO LARGO;9;2010;8030;31/07/2010;Unidade da Federação / Município;1;1;De 65 a 69 anos;15;15;Masculino;1;1;X;X
9235;Município (2010);4104204;CAMPO LARGO;9;2010;8030;31/07/2010;Unidade da Federação / Município;1;1;De 65 a 69 anos;15;15;Feminino;2;2;X;X
9235;Município (2010);4104204;CAMPO LARGO;9;2010;8030;31/07/2010;Unidade da Federação / Município;1;1;De 70 a 74 anos;16;16;Feminino;2;2;X;X
9235;Município (2010);4104204;CAMPO LARGO;9;2010;8030;31/07/2010;Unidade da Federação / Município;1;1;De 75 a 79 anos;17;17;Feminino;2;2;X;X
9235;Município (2010);4104204;CAMPO LARGO;9;2010;8030;31/07/2010;Unidade da Federação / Município;1;1;De 85 a 89 anos;19;19;Masculino;1;1;X;X
9235;Município (2010);4104253;CAMPO MAGRO;10;2010;8030;31/07/2010;Unidade da Federação / Município;1;1;De 5 a 9 anos;2;2;Masculino;1;1;X;X
9235;Município (2010);4104253;CAMPO MAGRO;10;2010;8030;31/07/2010;Unidade da Federação / Município;1;1;De 5 a 9 anos;2;2;Feminino;2;2;X;X
9235;Município (2010);4104253;CAMPO MAGRO;10;2010;8030;31/07/2010;Unidade da Federação / Município;1;1;De 10 a 14 anos;3;3;Masculino;1;1;X;X
9235;Município (2010);4104253;CAMPO MAGRO;10;2010;8030;31/07/2010;Unidade da Federação / Município;1;1;De 10 a 14 anos;3;3;Feminino;2;2;X;X
9235;Município (2010);4104253;CAMPO MAGRO;10;2010;8030;31/07/2010;Unidade da Federação / Município;1;1;De 15 a 17 anos;4;4;Masculino;1;1;X;X
9235;Município (2010);4104253;CAMPO MAGRO;10;2010;8030;31/07/2010;Unidade da Federação / Município;1;1;De 15 a 17 anos;4;4;Feminino;2;2;X;X
9235;Município (2010);4104253;CAMPO MAGRO;10;2010;8030;31/07/2010;Unidade da Federação / Município;1;1;De 18 a 19 anos;5;5;Masculino;1;1;X;X
9235;Município (2010);4104253;CAMPO MAGRO;10;2010;8030;31/07/2010;Unidade da Federação / Município;1;1;De 18 a 19 anos;5;5;Feminino;2;2;X;X
9235;Município (2010);4104253;CAMPO MAGRO;10;2010;8030;31/07/2010;Unidade da Federação / Município;1;1;De 20 a 24 anos;6;6;Masculino;1;1;X;X
9235;Município (2010);4104253;CAMPO MAGRO;10;2010;8030;31/07/2010;Unidade da Federação / Município;1;1;De 20 a 24 anos;6;6;Feminino;2;2;X;X
9235;Município (2010);4104253;CAMPO MAGRO;10;2010;8030;31/07/2010;Unidade da Federação / Município;1;1;De 25 a 29 anos;7;7;Masculino;1;1;X;X
9235;Município (2010);4104253;CAMPO MAGRO;10;2010;8030;31/07/2010;Unidade da Federação / Município;1;1;De 25 a 29 anos;7;7;Feminino;2;2;X;X
9235;Município (2010);4104253;CAMPO MAGRO;10;2010;8030;31/07/2010;Unidade da Federação / Município;1;1;De 30 a 34 anos;8;8;Feminino;2;2;X;X
9235;Município (2010);4104253;CAMPO MAGRO;10;2010;8030;31/07/2010;Unidade da Federação / Município;1;1;De 35 a 39 anos;9;9;Masculino;1;1;X;X
9235;Município (2010);4104253;CAMPO MAGRO;10;2010;8030;31/07/2010;Unidade da Federação / Município;1;1;De 35 a 39 anos;9;9;Feminino;2;2;X;X
9235;Município (2010);4104253;CAMPO MAGRO;10;2010;8030;31/07/2010;Unidade da Federação / Município;1;1;De 40 a 44 anos;10;10;Masculino;1;1;X;X
9235;Município (2010);4104253;CAMPO MAGRO;10;2010;8030;31/07/2010;Unidade da Federação / Município;1;1;De 40 a 44 anos;10;10;Feminino;2;2;X;X
9235;Município (2010);4104253;CAMPO MAGRO;10;2010;8030;31/07/2010;Unidade da Federação / Município;1;1;De 45 a 49 anos;11;11;Masculino;1;1;X;X
9235;Município (2010);4104253;CAMPO MAGRO;10;2010;8030;31/07/2010;Unidade da Federação / Município;1;1;De 60 a 64 anos;14;14;Masculino;1;1;X;X
9235;Município (2010);4104253;CAMPO MAGRO;10;2010;8030;31/07/2010;Unidade da Federação / Município;1;1;De 60 a 64 anos;14;14;Feminino;2;2;X;X
9235;Município (2010);4104253;CAMPO MAGRO;10;2010;8030;31/07/2010;Unidade da Federação / Município;1;1;De 65 a 69 anos;15;15;Masculino;1;1;X;X
9235;Município (2010);4104253;CAMPO MAGRO;10;2010;8030;31/07/2010;Unidade da Federação / Município;1;1;De 65 a 69 anos;15;15;Feminino;2;2;X;X
9235;Município (2010);4105201;CERRO AZUL;11;2010;8030;31/07/2010;Unidade da Federação / Município;1;1;De 5 a 9 anos;2;2;Masculino;1;1;X;X
9235;Município (2010);4105201;CERRO AZUL;11;2010;8030;31/07/2010;Unidade da Federação / Município;1;1;De 5 a 9 anos;2;2;Feminino;2;2;X;X
9235;Município (2010);4105201;CERRO AZUL;11;2010;8030;31/07/2010;Unidade da Federação / Município;1;1;De 10 a 14 anos;3;3;Feminino;2;2;X;X
9235;Município (2010);4105201;CERRO AZUL;11;2010;8030;31/07/2010;Unidade da Federação / Município;1;1;De 18 a 19 anos;5;5;Masculino;1;1;X;X
9235;Município (2010);4105201;CERRO AZUL;11;2010;8030;31/07/2010;Unidade da Federação / Município;1;1;De 20 a 24 anos;6;6;Feminino;2;2;X;X
9235;Município (2010);4105201;CERRO AZUL;11;2010;8030;31/07/2010;Unidade da Federação / Município;1;1;De 25 a 29 anos;7;7;Feminino;2;2;X;X
9235;Município (2010);4105201;CERRO AZUL;11;2010;8030;31/07/2010;Unidade da Federação / Município;1;1;De 30 a 34 anos;8;8;Masculino;1;1;X;X
9235;Município (2010);4105201;CERRO AZUL;11;2010;8030;31/07/2010;Unidade da Federação / Município;1;1;De 30 a 34 anos;8;8;Feminino;2;2;X;X
9235;Município (2010);4105201;CERRO AZUL;11;2010;8030;31/07/2010;Unidade da Federação / Município;1;1;De 35 a 39 anos;9;9;Masculino;1;1;X;X
9235;Município (2010);4105201;CERRO AZUL;11;2010;8030;31/07/2010;Unidade da Federação / Município;1;1;De 40 a 44 anos;10;10;Masculino;1;1;X;X
9235;Município (2010);4105201;CERRO AZUL;11;2010;8030;31/07/2010;Unidade da Federação / Município;1;1;De 40 a 44 anos;10;10;Feminino;2;2;X;X
9235;Município (2010);4105201;CERRO AZUL;11;2010;8030;31/07/2010;Unidade da Federação / Município;1;1;De 60 a 64 anos;14;14;Masculino;1;1;X;X
9235;Município (2010);4105201;CERRO AZUL;11;2010;8030;31/07/2010;Unidade da Federação / Município;1;1;De 70 a 74 anos;16;16;Feminino;2;2;X;X
9235;Município (2010);4105805;COLOMBO;12;2010;8030;31/07/2010;Unidade da Federação / Município;1;1;De 5 a 9 anos;2;2;Masculino;1;1;406;37
9235;Município (2010);4105805;COLOMBO;12;2010;8030;31/07/2010;Unidade da Federação / Município;1;1;De 5 a 9 anos;2;2;Feminino;2;2;207;21
9235;Município (2010);4105805;COLOMBO;12;2010;8030;31/07/2010;Unidade da Federação / Município;1;1;De 10 a 14 anos;3;3;Masculino;1;1;340;34
9235;Município (2010);4105805;COLOMBO;12;2010;8030;31/07/2010;Unidade da Federação / Município;1;1;De 10 a 14 anos;3;3;Feminino;2;2;264;24
9235;Município (2010);4105805;COLOMBO;12;2010;8030;31/07/2010;Unidade da Federação / Município;1;1;De 15 a 17 anos;4;4;Masculino;1;1;205;23
9235;Município (2010);4105805;COLOMBO;12;2010;8030;31/07/2010;Unidade da Federação / Município;1;1;De 15 a 17 anos;4;4;Feminino;2;2;200;20
9235;Município (2010);4105805;COLOMBO;12;2010;8030;31/07/2010;Unidade da Federação / Município;1;1;De 18 a 19 anos;5;5;Masculino;1;1;199;21
9235;Município (2010);4105805;COLOMBO;12;2010;8030;31/07/2010;Unidade da Federação / Município;1;1;De 18 a 19 anos;5;5;Feminino;2;2;204;19
9235;Município (2010);4105805;COLOMBO;12;2010;8030;31/07/2010;Unidade da Federação / Município;1;1;De 20 a 24 anos;6;6;Masculino;1;1;520;51
9235;Município (2010);4105805;COLOMBO;12;2010;8030;31/07/2010;Unidade da Federação / Município;1;1;De 20 a 24 anos;6;6;Feminino;2;2;504;51
9235;Município (2010);4105805;COLOMBO;12;2010;8030;31/07/2010;Unidade da Federação / Município;1;1;De 25 a 29 anos;7;7;Masculino;1;1;456;44
9235;Município (2010);4105805;COLOMBO;12;2010;8030;31/07/2010;Unidade da Federação / Município;1;1;De 25 a 29 anos;7;7;Feminino;2;2;368;37
9235;Município (2010);4105805;COLOMBO;12;2010;8030;31/07/2010;Unidade da Federação / Município;1;1;De 30 a 34 anos;8;8;Masculino;1;1;384;38
9235;Município (2010);4105805;COLOMBO;12;2010;8030;31/07/2010;Unidade da Federação / Município;1;1;De 30 a 34 anos;8;8;Feminino;2;2;294;26
9235;Município (2010);4105805;COLOMBO;12;2010;8030;31/07/2010;Unidade da Federação / Município;1;1;De 35 a 39 anos;9;9;Masculino;1;1;265;26
9235;Município (2010);4105805;COLOMBO;12;2010;8030;31/07/2010;Unidade da Federação / Município;1;1;De 35 a 39 anos;9;9;Feminino;2;2;200;20
9235;Município (2010);4105805;COLOMBO;12;2010;8030;31/07/2010;Unidade da Federação / Município;1;1;De 40 a 44 anos;10;10;Masculino;1;1;208;19
9235;Município (2010);4105805;COLOMBO;12;2010;8030;31/07/2010;Unidade da Federação / Município;1;1;De 40 a 44 anos;10;10;Feminino;2;2;229;22
9235;Município (2010);4105805;COLOMBO;12;2010;8030;31/07/2010;Unidade da Federação / Município;1;1;De 45 a 49 anos;11;11;Masculino;1;1;206;18
9235;Município (2010);4105805;COLOMBO;12;2010;8030;31/07/2010;Unidade da Federação / Município;1;1;De 45 a 49 anos;11;11;Feminino;2;2;220;19
9235;Município (2010);4105805;COLOMBO;12;2010;8030;31/07/2010;Unidade da Federação / Município;1;1;De 50 a 54 anos;12;12;Masculino;1;1;74;9
9235;Município (2010);4105805;COLOMBO;12;2010;8030;31/07/2010;Unidade da Federação / Município;1;1;De 50 a 54 anos;12;12;Feminino;2;2;90;8
9235;Município (2010);4105805;COLOMBO;12;2010;8030;31/07/2010;Unidade da Federação / Município;1;1;De 55 a 59 anos;13;13;Masculino;1;1;X;X
9235;Município (2010);4105805;COLOMBO;12;2010;8030;31/07/2010;Unidade da Federação / Município;1;1;De 55 a 59 anos;13;13;Feminino;2;2;53;6
9235;Município (2010);4105805;COLOMBO;12;2010;8030;31/07/2010;Unidade da Federação / Município;1;1;De 60 a 64 anos;14;14;Masculino;1;1;74;6
9235;Município (2010);4105805;COLOMBO;12;2010;8030;31/07/2010;Unidade da Federação / Município;1;1;De 60 a 64 anos;14;14;Feminino;2;2;90;9
9235;Município (2010);4105805;COLOMBO;12;2010;8030;31/07/2010;Unidade da Federação / Município;1;1;De 65 a 69 anos;15;15;Masculino;1;1;X;X
9235;Município (2010);4105805;COLOMBO;12;2010;8030;31/07/2010;Unidade da Federação / Município;1;1;De 65 a 69 anos;15;15;Feminino;2;2;X;X
9235;Município (2010);4105805;COLOMBO;12;2010;8030;31/07/2010;Unidade da Federação / Município;1;1;De 70 a 74 anos;16;16;Masculino;1;1;X;X
9235;Município (2010);4105805;COLOMBO;12;2010;8030;31/07/2010;Unidade da Federação / Município;1;1;De 70 a 74 anos;16;16;Feminino;2;2;X;X
9235;Município (2010);4105805;COLOMBO;12;2010;8030;31/07/2010;Unidade da Federação / Município;1;1;De 75 a 79 anos;17;17;Masculino;1;1;X;X
9235;Município (2010);4105805;COLOMBO;12;2010;8030;31/07/2010;Unidade da Federação / Município;1;1;De 75 a 79 anos;17;17;Feminino;2;2;X;X
9235;Município (2010);4105805;COLOMBO;12;2010;8030;31/07/2010;Unidade da Federação / Município;1;1;De 80 a 84 anos;18;18;Feminino;2;2;X;X
9235;Município (2010);4105805;COLOMBO;12;2010;8030;31/07/2010;Unidade da Federação / Município;1;1;De 90 a 94 anos;20;20;Masculino;1;1;X;X
9235;Município (2010);4106209;CONTENDA;13;2010;8030;31/07/2010;Unidade da Federação / Município;1;1;De 5 a 9 anos;2;2;Masculino;1;1;X;X
9235;Município (2010);4106209;CONTENDA;13;2010;8030;31/07/2010;Unidade da Federação / Município;1;1;De 5 a 9 anos;2;2;Feminino;2;2;X;X
9235;Município (2010);4106209;CONTENDA;13;2010;8030;31/07/2010;Unidade da Federação / Município;1;1;De 10 a 14 anos;3;3;Masculino;1;1;X;X
9235;Município (2010);4106209;CONTENDA;13;2010;8030;31/07/2010;Unidade da Federação / Município;1;1;De 10 a 14 anos;3;3;Feminino;2;2;X;X
9235;Município (2010);4106209;CONTENDA;13;2010;8030;31/07/2010;Unidade da Federação / Município;1;1;De 18 a 19 anos;5;5;Masculino;1;1;X;X
9235;Município (2010);4106209;CONTENDA;13;2010;8030;31/07/2010;Unidade da Federação / Município;1;1;De 20 a 24 anos;6;6;Masculino;1;1;X;X
9235;Município (2010);4106209;CONTENDA;13;2010;8030;31/07/2010;Unidade da Federação / Município;1;1;De 20 a 24 anos;6;6;Feminino;2;2;X;X
9235;Município (2010);4106209;CONTENDA;13;2010;8030;31/07/2010;Unidade da Federação / Município;1;1;De 25 a 29 anos;7;7;Feminino;2;2;X;X
9235;Município (2010);4106209;CONTENDA;13;2010;8030;31/07/2010;Unidade da Federação / Município;1;1;De 30 a 34 anos;8;8;Masculino;1;1;X;X
9235;Município (2010);4106209;CONTENDA;13;2010;8030;31/07/2010;Unidade da Federação / Município;1;1;De 35 a 39 anos;9;9;Masculino;1;1;X;X
9235;Município (2010);4106209;CONTENDA;13;2010;8030;31/07/2010;Unidade da Federação / Município;1;1;De 35 a 39 anos;9;9;Feminino;2;2;X;X
9235;Município (2010);4106209;CONTENDA;13;2010;8030;31/07/2010;Unidade da Federação / Município;1;1;De 40 a 44 anos;10;10;Masculino;1;1;X;X
9235;Município (2010);4106209;CONTENDA;13;2010;8030;31/07/2010;Unidade da Federação / Município;1;1;De 40 a 44 anos;10;10;Feminino;2;2;X;X
9235;Município (2010);4106209;CONTENDA;13;2010;8030;31/07/2010;Unidade da Federação / Município;1;1;De 45 a 49 anos;11;11;Masculino;1;1;X;X
9235;Município (2010);4106209;CONTENDA;13;2010;8030;31/07/2010;Unidade da Federação / Município;1;1;De 45 a 49 anos;11;11;Feminino;2;2;X;X
9235;Município (2010);4106209;CONTENDA;13;2010;8030;31/07/2010;Unidade da Federação / Município;1;1;De 50 a 54 anos;12;12;Masculino;1;1;X;X
9235;Município (2010);4106209;CONTENDA;13;2010;8030;31/07/2010;Unidade da Federação / Município;1;1;De 55 a 59 anos;13;13;Feminino;2;2;X;X
9235;Município (2010);4106209;CONTENDA;13;2010;8030;31/07/2010;Unidade da Federação / Município;1;1;De 60 a 64 anos;14;14;Masculino;1;1;X;X
